7420,4
8960,4
9960,3
7500,4
7420,4
7500,3
8580,4
16200,5
8100,4
5750,3
13200,3
6000,4
6550,4
3500,4
7800,3
6000,4
6600,4
8500,3
4600,3
6420,3
4320,3
7155,3
8050,3
4560,3
8800,3
6540,4
6000,3
8875,3
7950,5
5500,4
7475,3
7000,3
4880,4
5960,3
6840,5
7000,3
7482,3
9000,4
6000,3
6000,4
6550,3
6360,3
6480,3
6000,4
6000,4
6000,3
6000,3
6600,3
4300,3
7440,3
7440,3
6325,3
6000,4
5150,3
6000,3
6000,3
11440,4
9000,4
7680,4
6000,3
6000,3
8880,2
6240,4
6360,4
11175,3
8880,3
13200,2
7700,3
6000,3
12090,4
4000,3
6000,4
5020,3
6600,2
4040,3
4260,4
6420,3
6500,3
5700,3
6000,3
6000,3
4000,3
10500,3
6000,3
3760,3
8250,3
6670,3
3960,3
7410,3
8580,5
5000,3
6750,2
4800,3
7200,3
6000,4
4100,3
9000,3
6400,3
6600,3
6000,4
6600,3
5500,3
5500,3
6350,3
5500,3
4500,3
5450,4
6420,3
3240,4
6615,4
6600,3
8372,3
4300,6
9620,3
6800,2
8000,3
6900,3
3700,4
6420,3
7020,3
6540,3
7231,3
6254,4
7320,4
6525,3
15600,3
7160,3
6500,3
5500,3
11460,3
4800,3
5828,4
5200,3
4800,3
7000,3
6000,3
5400,4
4640,4
5000,3
6360,3
5800,3
6660,4
10500,4
4800,5
4700,4
5000,3
10500,2
5500,3
6360,3
6600,4
5136,3
4400,4
5400,5
3300,3
3650,3
6100,3
6900,3
2817,4
7980,3
3150,3
6210,4
6100,3
6600,4
6825,3
6710,3
6450,3
7800,3
4600,2
4260,4
6540,4
5500,3
10269,3
8400,3
5300,4
3800,3
9800,4
8520,3
6050,3
7085,3
3180,3
4500,4
7200,3
3410,3
7980,3
3000,3
3000,3
11410,2
6100,3
5720,2
3540,2
7600,4
10700,3
6600,3
4800,2
8150,3
4410,4
7686,3
2800,3
5948,3
4200,3
4520,3
4095,3
4120,2
5400,4
4770,3
6300,3
5800,2
3000,3
2970,3
6720,3
4646,3
12900,3
3420,4
4995,4
4350,2
4160,3
6040,3
6862,3
4815,2
7000,3
8100,4
3420,4
9166,2
6321,3
10240,2
6440,2
5170,3
6000,2
3630,3
9667,4
5400,2
4320,3
3745,3
4160,3
3880,3
5680,3
2870,2
5010,3
4510,4
4000,3
3840,3
3760,3
3640,3
2550,3
5320,3
5360,3
3520,3
8400,4
4100,2
4990,4
3510,3
3450,3
9860,3
3520,2
4510,4
5885,2
4000,3
8250,3
4040,3
6360,2
3162,3
3510,3
3750,2
3968,3
4900,2
2880,3
4880,3
4920,3
4950,4
3900,3
4500,3
1905,5
4075,3
3500,4
6450,4
4032,2
4400,2
10360,2
3400,3
6360,2
6360,2
4500,2
2175,3
4360,4
7770,2
6650,3
2787,3
5500,3
5040,3
5850,2
2610,4
2953,3
2747,4
4410,2
4000,4
2325,3
4600,3
3640,3
5800,3
7000,3
4079,3
3520,3
2145,3
4500,3
8250,3
3450,3
4840,3
4080,3
4046,3
4632,4
5985,3
6060,2
3600,3
3680,3
4040,2
5600,2
5900,4
4992,3
4340,3
3000,4
4320,3
3630,3
3460,3
5400,3
4500,3
3460,4
4100,4
6480,3
4500,3
3960,3
4050,2
7260,3
5500,4
3000,3
3290,2
3816,2
8080,3
2145,4
3780,2
3180,4
5300,5
3180,2
7152,3
4080,2
3850,2
2015,3
2176,2
3350,3
3150,2
4820,3
3420,2
3600,2
5830,2
2856,3
8400,2
8250,3
2520,5
6930,4
3480,2
3600,3
4040,2
6020,3
4050,2
3584,2
3120,3
5450,2
3630,2
3630,2
5640,2
3600,2
4280,2
3570,3
3180,3
3000,2
3520,2
5960,3
4130,3
2850,3
2275,3
3520,3
4500,2
4000,2
3150,3
4500,4
4500,2
3640,2
3850,3
4240,3
3650,3
4600,4
2135,3
3036,3
3990,3
7424,3
3480,3
3600,6
3640,2
5900,2
3120,3
7350,2
3512,2
9500,3
5880,2
12944,3
4900,3
3060,3
5320,2
2145,3
4000,2
3185,2
3850,3
2145,3
2610,3
1950,3
4040,2
4785,3
3450,3
3640,2
3500,4
4960,4
4120,2
4750,2
3720,2
3750,3
3100,3
3185,2
2700,3
2145,3
4040,2
4775,4
2500,2
3180,4
6060,3
3480,4
3792,4
4040,2
2145,3
5880,3
4500,2
3930,2
3640,4
4370,3
2684,2
4320,3
3120,3
3450,1
3986,2
3500,2
4095,2
1650,3
3450,3
6750,2
9000,3
3069,2
4500,3
5495,3
2398,3
3000,3
3850,3
3500,2
8100,2
4960,2
2160,3
3090,2
4500,2
3800,2
3090,3
3240,3
2835,2
4600,2
5076,3
3750,3
3630,4
8050,2
4352,4
3000,2
5850,3
4960,2
3600,3
3660,4
3480,3
2700,2
3150,3
6615,3
3040,2
3630,2
6000,2
5400,4
5200,4
3300,3
4350,3
2640,2
2650,3
3960,3
6800,2
4000,3
4000,2
3934,2
2000,2
3630,3
2800,3
2430,3
3480,2
4000,3
3185,2
4000,3
2910,2
3600,2
4400,2
3600,2
2880,3
3180,3
3000,2
4400,3
3000,3
3210,3
3240,2
3000,2
3500,2
4840,2
7700,2
3635,2
2475,3
2787,4
3264,2
3640,2
3180,2
1836,2
3970,1
3970,3
1950,3
5300,3
3000,2
2400,3
3000,4
3360,2
3420,5
1700,3
3649,2
2990,2
3000,2
2400,3
3620,2
2910,3
3850,3
